Row ID,Branch ID,Branch Name,Number of Holds,Title,Author,As of Date,Web URL
EPLLCP20160912The big bug search / Caroline Young ; illustrated by Ian Jackson,EPLLCP,,1,The big bug search / Caroline Young ; illustrated by Ian Jackson,YOUNG CAROLINE,09/12/2016 12:00:00 AM,http://epl.bibliocommons.com/search?t=smart&q=the%20big%20bug
